cardinal,total_sibs,birth_order,source
"(8) 8. FARNESE, Girolamo (1599-1668)","","",fiu_scrape
"(58) 6. AUERSPERG, Joseph Franz Anton von (1734-1795)",10,2,fiu_scrape
"(160) 1. RE, Giovanni Battista",7,,
"(2) 2. MEDICI, Leopoldo de' (1617-1675)","",>5,fiu_scrape
"(18) 3. HESLER, Georg (1427-1482)",7,2,fiu_scrape
"(6) 5. CALANDRINI, Filippo (1403-1476)","",1,fiu_scrape
"(57) 5. MONTMORENCY-LAVAL, Louis-Joseph de (1724-1808)","","",fiu_scrape
"(51) 14. BANCHIERI, Giovanni Francesco (1694-1763)",3,3,fiu_scrape
"(1) 1. PIGNATELLI, seniore, Theat., Francesco (1652-1734)","","",fiu_scrape
"(30) 3. BORJA-CENTELLES Y PONCE DE LEÓN, Francisco Antonio de (1659-1702)",9,3,fiu_scrape
"(15) 1. SOUSA, Luiz de (1630-1702)",4,2,fiu_scrape
"(1) 1. BARBERINI, seniore, Francesco (1597-1679)","","",fiu_scrape
"(43) 2. GRAVINA, Pietro (1749-1830)",>1,,
"(52) 19. CASTILLO LARA, S.D.B., Rosalio José",7,3,
"(31) 6. NATTA, O.P., Enrichetto Virginio (1701-1768)",10,2,fiu_scrape
"(8) 1. SAVOIE, Amedeo di (1383-1451)",>1,1,fiu_scrape
"(154) 17. KOZŁOWIECKI, S.J., Adam",,,
"(60) 3. FALCONIERI, Lelio (1585-1648)",13,10,fiu_scrape
"(22) 4. CARAFA DELLA SPINA, Carlo (1611-1680)",>1,2,fiu_scrape
"(15) 14. CAPRARA, Alessandro (1626-1711)",7,1,fiu_scrape
"(8) 8. SANSEVERINO, Federico (1475/1477-1516)","","",fiu_scrape
"(62) 2. AMBOISE, Georges II d' (1488-1550)",16,"",fiu_scrape
"(15) 1. MARESCOTTI, Galeazzo (1627-1726)",>3,"",fiu_scrape
"(15) 11. BISCIA, Lelio (1575-1638)",5,2,fiu_scrape
"(8) 3. FIRRAO, Giuseppe (1670-1744)",4,2,fiu_scrape
"(22) 4. LOAYSA Y MENDOZA, O.P., García de (1478-1546)",>2,"",fiu_scrape
"(57) 24. STICKLER, S.D.B., Alfons Maria",12,2,
"(19) 19. FELIX, Kelvin Edward",9,"",fiu_scrape
"(66) 9. THEODOLI, Mario (1601-1650)","","",fiu_scrape
"(33) 3. UBALDINI, Roberto (ca. 1578-1635)","","",fiu_scrape
"(1) 1. SEGA, Filippo (1537-1596)","","",fiu_scrape
"(15) 15. BOLOGNETTI, Mario (1690-1756)","","",fiu_scrape
"(146) 9. AMBROZIC, Aloysius Matthew",7,2,
"(17) 17. CARO RODRÍGUEZ, José María",9,4,
"(83) 21. GRECH, O.S.A., Prosper",1,1,
"(127) 20. MAIDA, Adam Joseph",>1,,
"(25) 22. CORSINI, Andrea (1735-1795)",7,5,fiu_scrape
"(17) 2. MONTFORT, Guillaume Ragenel de (?-1432)","","",fiu_scrape
"(5) 3. FERRERO DELLA MARMORA, Teresio (1757-1831)",11,4,
"(9) 6. GESUALDO, Alfonso (1540-1603)","","",fiu_scrape
"(95) 1. MAURI, O.P., Egidio",,>1,
"(9) 9. SACRIPANTE, Giuseppe (1642-1727)",4,1,fiu_scrape
"(18) 9. BORJA Y DE CASTRE-PINÓS, Rodrigo Luis de (1524-1537)","","",fiu_scrape
"(61) 5. ROSA CHÁVEZ, Gregorio","","",fiu_scrape
"(41) 3. SARAH, Robert",1,1,
"(22) 4. BATTHYÁNY, József (1727-1799)",5,2,fiu_scrape
"(37) 29. TRIVULZIO, Agostino (ca. 1485-1548)",8,8,fiu_scrape
"(16) 2. CORNARO, Giorgio (1658-1722)",7,2,fiu_scrape
"(55) 16. KHOARAI, O.M.I., Sebastian Koto","","",fiu_scrape
"(4) 4. SPINOLA, Ugo Pietro (1791-1858)",7,1,
"(24) 5. VITELLESCHI, Bartolomeo (at the beginnin of the 15th century-1463)",>2,"",fiu_scrape
"(3) 3. PAOLUCCI, Camillo (1692-1763)","","",fiu_scrape
"(9) 8. MAFFEI, Orazio (1580-1609)",5,2,fiu_scrape
"(37) 4. ACQUAVIVA D'ARAGONA, iuniore, Ottavio (1609-1674)",6,3,fiu_scrape
"(9) 8. ALDOBRANDINI, seniore, Ippolito (1536-1605)",>1,"",fiu_scrape
"(26) 7. PAMPHILJ, Giambattista (1574-1655)","","",fiu_scrape
"(25) 2. ORSINI, O.S.B., Cosma (1420s-1481)","","",fiu_scrape
"(68) 6. HÖLLERICH, S.J., Jean Claude","","",fiu_scrape
"(21) 3. BONELLI, Carlo (1612-1676)",7,1,fiu_scrape
"(46) 2. SCHÖNBORN, Damian Hugo Philipp von (1676-1743)",18,3,fiu_scrape
"(22) 22. FRINGS, Joseph",8,2,
"(34) 4. CARACCIOLO, seniore, Innico (1607-1685)","","",fiu_scrape
"(65) 7. BELLUGA Y MONCADA, Orat., Luis Antonio (1662-1743)",1,1,fiu_scrape
"(82) 21. HENGSBACH, Franz",8,,
"(37) 2. GINNASI, Domenico (1551-1639)","",3,fiu_scrape
"(12) 2. BOURBON, Charles I de (1435-1488)","",3,fiu_scrape
"(51) 13. VELA CHIRIBOGA, Raúl Eduardo",9,5,
"(49) 8. CASTIGLIONI, Francesco Saverio (1761-1830)",8,3,
"(62) 8. DEARDEN, John Francis",5,1,
"(29) 1. SALVIATI, Alamanno (1668-1733)",6,4,fiu_scrape
"(5) 2. MELLA, Juan de (1397-1467)",>1,"",fiu_scrape
"(7) 4. HOHENEMS, Mark Sittich von (1533-1595)","","",fiu_scrape
(1616-1682),"",12,fiu_scrape
"(21) 2. ALBORNOZ, Gil de (1581-1649)",8,7,fiu_scrape
"(19) 1. DELGADO Y VENEGAS, Francisco Javier (1714-1781)","","",fiu_scrape
"(1) 1. AMBOISE, Georges I d' (1460-1510)",18,"",fiu_scrape
"(1) 1. BORJA LANZOL DE ROMANÍ, el mayor, Juan de (1446-1503)","","",fiu_scrape
"(12) 12. CARTER, Gerald Emmett",8,8,
"(80) 18. TONG HON, John",3,1,
"(88) 3. PALLOTTA, Antonio (1770-1834)",3,1,
"(9) 1. ROSPIGLIOSI, Felice (1639-1688)",>1,"",fiu_scrape
"(10) 7. ERBA-ODESCALCHI, Antonio Maria (1712-1762)",11,1,fiu_scrape
(1614-1681),>2,"",fiu_scrape
"(40) 2. BICHI, Alessandro (1596-1657)","","",fiu_scrape
"(20) 4. BORJA LANZOL DE ROMANÍ, el menor, Juan (1470-1500)",8,2,fiu_scrape
"(75) 14. BOCOS MERINO, C.M.F., Aquilino","","",fiu_scrape
"(10) 6. GESSI, Berlinghiero (1563-1639)","","",fiu_scrape
"(69) 7. AVIZ, João Braz de",8,,
"(2) 2. MEDICI, Giancarlo de' (1611-1663)","",3,fiu_scrape
(ca. 1488/1489-1546),8,3,fiu_scrape
"(35) 9. SALA Y DE CARAMANY, O.S.B.Cas., Benito de (1646-1715)",3,2,fiu_scrape
"(9) 1. CONTI, Francesco (ca. 1470-1521)",10,5,fiu_scrape
"(23) 2. LA TOUR D'AUVERGNE DE BOUILLON, Henri-Osvald de (1671-1747)",7,2,fiu_scrape
"(11) 11. LANDI, Francesco (1682-1757)",4,4,fiu_scrape
"(83) 22. SLADKEVIČIUS, M.I.C., Vincentas",5,5,
"(78) 3. KAMBANDA, Antoine",>2,"",fiu_scrape
"(9) 9. BICHI, Antonio (1614-1691)","","",fiu_scrape
"(42) 4. MONTERISI, Francesco","","",fiu_scrape
"(4) 3. BORGHESE, Pietro Maria (1599-1642)",3,2,fiu_scrape
"(65) 3. ABRIL Y CASTELLÓ, Santos",>2,>1,fiu_scrape
"(37) 7. MEDICI, Carlo de' (1595-1666)",8,5,fiu_scrape
"(15) 7. FERRERO, Bonifacio (1476-1543)",>1,"",fiu_scrape
"(74) 12. COLLINS, Thomas Christopher",3,3,
"(17) 1. ISOLANI, Giacomo (1360-1431)",3,2,fiu_scrape
"(8) 5. GONZAGA, Francesco (1538-1566)","","",fiu_scrape
"(11) 2. CIOCCHI DEL MONTE, Giovanni Maria (1487-1555)",5,2,fiu_scrape
"(44) 21. SIRLETO, Guglielmo (1514-1585)",8,"",fiu_scrape
"(1) 1. CORSINI, Neri Maria (1685-1770)",2,2,fiu_scrape
"(36) 4. MINORETTI, Carlo Dalmazio",11,7,
"(63) 5. HÉNIN-LIÉTARD D'ALSACE-BOUSSU DE CHIMAY, Thomas Philip Wallrad d' (1679-1759)",2,2,fiu_scrape
"(14) 6. COZZA, O.F.M.Obs., Lorenzo (1654-1729)","","",fiu_scrape
"(24) 1. RAMPINI, Enrico (ca 1390-1450)",>4,>1,fiu_scrape
"(3) 1. BORGHESE, Scipione (1734-1782)",10,6,fiu_scrape
"(192) 33. POLETTO, Severino",11,11,
"(21) 3. PALLOTTA, Giovanni Evangelista (1548-1620)",4,2,fiu_scrape
"(2) 1. PARAVICINI, Ottavio (1552-1611)",>1,>1,fiu_scrape
"(21) 3. GORREVOD, Louis de (ca. 1473-1535)","","",fiu_scrape
"(226) 25. ERDÖ, Péter",6,1,
"(5) 5. NICHOLS, Vincent Gerard","","",fiu_scrape
"(69) 12. COSTAGUTI, Vincenzo (1612-1660)","","",fiu_scrape
"(1) 1. SPINOLA, seniore, Giambattista (1615-1704)",12,4,fiu_scrape
"(4) 4. UROSA SAVINO, Jorge Liberato","","",fiu_scrape
"(58) 8. SCAGLIA, O.P., Desiderio (1567/1568-1639)",2,"",fiu_scrape
"(46) 8. SARDI, Paolo",>1,"",fiu_scrape
"(89) 1. ROCHE, Arthur","","",fiu_scrape
"(35) 2. CAFFARELLI, Prospero (1592/1593-1659)",5,2,fiu_scrape
"(24) 6. HURTADO DE MENDOZA, Juan (1548-1592)","","",fiu_scrape
"(79) 17. WOELKI, Rainer Maria",3,1,
"(15) 15. GILROY, Norman Thomas",6,1,
"(45) 22. PALEOTTI, Gabriele (1522-1597)",5,2,fiu_scrape
"(77) 1. TALLEYRAND-PÉRIGORD, Alexandre-Angélique de (1736-1821)",8,4,
"(31) 1. SPINOLA, Giulio (1612-1691)",9,1,fiu_scrape
"(20) 1. SPINELLI, Giuseppe (1694-1763)",5,4,fiu_scrape
"(21) 5. LENCASTRE, Veríssimo de (1615-1692)",9,5,fiu_scrape
"(17) 7. MANCIFORTE SPERELLI, Giovanni Ottavio (1730-1781)",9,3,fiu_scrape
"(13) 4. SAVOIA, Maurizio di (1593-1657)","",4,fiu_scrape
"(57) 1. ALBERONI, Giulio (1664-1752)",6,"",fiu_scrape
"(17) 2. FOLEY, John Patrick",1,1,
"(26) 5. ESTE, Ippolito II d' (1509-1572)",8,8,fiu_scrape
"(17) 8. POLE, Reginald (1500-1558)",5,2,fiu_scrape
"(17) 3. LENI, Giambattista (1573-1627)",5,2,fiu_scrape
"(70) 6. ROVERELLA, Aurelio (1748-1812)",5,5,fiu_scrape
"(55) 10. MAZARIN, Jules Raymond (1602-1661)",>1,>1,fiu_scrape
"(11) 1. COSTA, Jorge da (1406-1508)",>6,"",fiu_scrape
"(9) 9. ETCHEGARAY, Roger",3,1,
"(44) 5. CUPICH, Blase Joseph",9,"",fiu_scrape
"(71) 4. MAFFEI, Bernardino (1514-1553)",8,2,fiu_scrape
"(20) 6. GRIMANI, Vincenzo (1653-1710)","","",fiu_scrape
"(70) 3. FERRERO, Filiberto (1500-1549)",7,1,fiu_scrape
"(11) 8. VERONESE, Sante (1684-1767)","","",fiu_scrape
"(106) 21. DEL MESTRI, Guido",6,6,
"(10) 2. DURINI, Angelo Maria (1725-1796)",2,2,fiu_scrape
"(13) 8. ALDOBRANDINI, Giovanni (1525-1573)","","",fiu_scrape
(1551-1606),"","",fiu_scrape
"(29) 29. GALEN, Clemens August von",13,11,
(1653-1730),5,4,fiu_scrape
"(23) 7. MATTEI, Orazio (1621-1688)",>1,"",fiu_scrape
"(26) 11. VINGT-TROIS, André","","",fiu_scrape
"(209) 8. SCOLA, Angelo",2,2,
"(7) 7. PANNOCCHIESCHI D'ELCI, Scipione (1600-1670)",6,6,fiu_scrape
"(88) 3. LAGHI, Pio",5,5,
"(36) 2. THUN, Guidobald von (1616-1668)","","",fiu_scrape
"(2) 2. RODÉ, C.M., Franc",7,7,
"(16) 8. BANCHIERI, Antonio (1667-1733)","","",fiu_scrape
(1644-1701),15,4,fiu_scrape
"(4) 4. CARRILLO DE ACUÑA, el joven, Alfonso (1413-1482)","",4,fiu_scrape
"(20) 20. MONTI, Filippo Maria de (1675-1754)",,,
"(9) 1. CONTI, Innocenzo (1731-1785)",>1,"",fiu_scrape
"(6) 1. BICHI, Vincenzo (1668-1750)","","",fiu_scrape
"(2) 1. MARTELLI, Francesco (1633-1717)","","",fiu_scrape
"(13) 10. CASTELLI, Giuseppe Maria (1705-1780)",4,3,fiu_scrape
"(5) 5. TODESCHINI-PICCOLOMINI, Francesco (1439-1503)","",4,fiu_scrape
"(21) 1. SARMIENTO, Pedro (ca.1487/1490-1541)",5,2,fiu_scrape
"(40) 2. NAGUIB, Antonios",7,2,
"(9) 4. GENTILI, Antonio Saverio (1681-1753)","",2,fiu_scrape
"(2) 1. PRIULI, Antonio Marino (1707-1772)",8,5,fiu_scrape
"(3) 2. ACQUAVIVA D'ARAGONA, seniore, Ottavio (1560-1612)","","",fiu_scrape
"(11) 11. DE LUCA, Giovanni Battista (1614-1683)","","",fiu_scrape
"(55) 4. SPINOLA, Niccolò (1659-1735)",11,4,fiu_scrape
"(49) 1. BRASCHI-ONESTI, Romualdo (1753-1817)",6,4,fiu_scrape
"(1) 1. CAFFARELLI-BORGHESE, Scipione (1576-1633)",1,1,fiu_scrape
"(56) 1. SAULX-TAVANNES, Nicolas-Charles de (1690-1759)",4,3,fiu_scrape
"(23) 2. PORZIA, O.S.B.Cas., Leandro di (1673-1740)","","",fiu_scrape
"(127) 10. MISSIA, Jakob",,>1,
"(17) 16. FILIPPUCCI, Gabriele (1631?-1706)","","",fiu_scrape
"(65) 8. ALTIERI, seniore, Giambattista (1589-1654)","","",fiu_scrape
"(72) 15. GIORI, Angelo (1586-1662)","","",fiu_scrape
"(14) 11. COLONNA, Prospero (ca. 1410-1463)","",5,fiu_scrape
"(19) 15. GINETTI, Marzio (1585-1671)","","",fiu_scrape
"(71) 2. TISSERANT, Eugène",6,4,
"(52) 1. CARACCIOLO, Niccolò (1658-1728)",14,3,fiu_scrape
"(13) 9. SPINOLA, Giandomenico (1580-1646)",9,2,fiu_scrape
"(9) 9. TAJA, Flaminio del (1602-1682)","",2,fiu_scrape
"(14) 11. BUSSI, Pietro Francesco (1684-1765)",13,2,fiu_scrape
"(225) 24. BARBARIN, Philippe",11,,
"(164) 5. GROCHOLEWSKI, Zenon",4,3,
"(7) 6. ACQUAVIVA D'ARAGONA, Francesco (1665-1725)","","",fiu_scrape
"(69) 7. RAMAZZINI IMERI, Álvaro Leonel",4,1,fiu_scrape
"(60) 8. ANTICI, Tommaso (1731-1812)",9,1,fiu_scrape
"(28) 10. CONTI, Giannicolò (1617-1698)",>1,>1,fiu_scrape
"(8) 8. LANTE, Federico Marcello (1695-1773)","","",fiu_scrape
"(31) 23. ORSINI, Franciotto (1473-1534)",>1,1,fiu_scrape
"(5) 4. CORSINI, Lorenzo (1652-1740)","","",fiu_scrape
"(43) 5. LIÈNART, Achille",4,2,
"(74) 13. CLANCY, Edward Bede",5,,
"(59) 3. ARBORELIUS, O.C.D., Anders","","",fiu_scrape
"(13) 13. CORDERO LANZA DI MONTEZEMOLO, Andrea",3,"",fiu_scrape
"(4) 3. BONCOMPAGNI, Francesco (1592-1641)","","",fiu_scrape
"(12) 8. SACCHETTI, Giulio Cesare (1586-1663)","","",fiu_scrape
"(193) 34. MURPHY-O'CONNOR, Cormac",5,5,
"(10) 2. LERCARI, Niccolò Maria (1675-1757)","","",fiu_scrape
"(2) 2. TOLEDO HERRERA, S.J., Francisco de (1532-1596)",9,"",fiu_scrape
"(3) 1. PETRA, Vincenzo (1662-1747)",>1,"",fiu_scrape
"(27) 9. LANG VON WELLENBURG, Matthäus (1468/1469-1540)",12,"",fiu_scrape
"(84) 9. GAMBETTI, O.F.M.Conv., Mauro","","",fiu_scrape
"(56) 4. COSTA D'ARIGNANO, Vittorio Gaetano (1737-1796)",10,2,fiu_scrape
"(2) 2. MEDICI, Giulio de' (1478-1534)",1,1,fiu_scrape
"(21) 6. RYŁKO, Stanisław",3,2,
"(16) 11. ZÚÑIGA Y AVELLANEDA, Gaspar de (1507-1571)","",3,fiu_scrape
"(44) 6. BURKE, Raymond Leo",6,6,
"(5) 4. CORNARO, seniore, O.S.Io.Hieros., Federico (1531-1590)",10,3,fiu_scrape
"(73) 16. LUGO Y DE QUIROGA, S.J., Juan de (1583-1660)","",>1,fiu_scrape
"(30) 11. STURLA BERHOUET, S.D.B., Daniel Fernando",5,5,fiu_scrape
"(24) 6. FILIPPA DELLA MARTINIANA, Carlo Giuseppe (1724-1802)",1,1,fiu_scrape
"(21) 21. BARDI, Girolamo (1685-1761)",4,1,fiu_scrape
"(7) 2. GOZZADINI, Marcantonio (1574-1623)","","",fiu_scrape
"(1) 1. CONTI, O.S.B.Cas., Bernardo Maria (1664-1730)","","",fiu_scrape
"(7) 2. MICARA, O.F.M.Cap., Ludovico (1775-1847)",7,3,
"(30) 2. MATTEI, Alessandro (1744-1820)",4,1,fiu_scrape
"(82) 1. HABSBURG-LOTHARINGEN, Rudolf Johannes Joseph Rainier von (1788-1831)",16,16,
"(7) 7. CORRIPIO AHUMADA, Ernesto",4,1,
"(29) 10. BORJA Y DE VELASCO, Gaspar de (1580-1645)","","",fiu_scrape
"(16) 16. ZOUNGRANA, M.Afr., Paul",8,1,
"(5) 5. ROSALES, Gaudencio Borbon",7,3,
"(1) 1. RIARIO, O.F.M.Conv., Pietro (1445-1474)",7,3,fiu_scrape
"(7) 2. GIUDICE, Niccolò del (1660-1743)",10,2,fiu_scrape
"(27) 2. DELFINO, Daniele (1688-1762)",7,4,fiu_scrape
"(59) 7. BORGIA, Stefano (1731-1804)",5,1,fiu_scrape
"(16) 8. CARAFA, Alfonso (1540-1565)","",1,fiu_scrape
"(37) 1. STUART OF YORK, Henry Benedict Mary Clement (1725-1807)",2,2,fiu_scrape
"(15) 12. SCHAUMBERG, Peter von (1388-1469)",>3,"",fiu_scrape
"(20) 16. BARONI PERETTI, Andrea (1572-1629)","","",fiu_scrape
"(48) 1. ÁVALOS DE LA CUEVA, Gaspar de (1485-1545)","","",fiu_scrape
"(15) 5. GIOANNETTI, O.S.B.Cam., Andrea (1722-1800)","","",fiu_scrape
"(8) 6. CONTARINI, Gasparo (1483-1542)",12,1,fiu_scrape
"(3) 1. AUSTRIA, Andreas von (1558-1600)","","",fiu_scrape
"(28) 3. CHOISEUL DE BEAUPRÉ, Antoine Clériadus de (1706-1774)","","",fiu_scrape
"(224) 23. QUEZADA TORUÑO, Rodolfo",3,1,
"(34) 26. SALVIATI, Giovanni (1490-1553)",11,1,fiu_scrape
"(20) 20. ROSSI, Agnelo",2,,
"(32) 17. SCHERER, Odilo Pedro",13,6,fiu_scrape
"(14) 14. PETIT DE JULLEVILLE, Pierre",5,4,
"(49) 6. VILLENEUVE, O.M.I., Jean-Marie-Rodrigue",3,,
"(31) 12. BLÁZQUEZ PÉREZ, Ricardo","",2,fiu_scrape
"(31) 3. MARGARIT I PAU, Juan (ca. 1422-1484)",>4,>3,fiu_scrape
"(9) 5. CIBO, Alderano (1613-1700)","","",fiu_scrape
"(6) 6. CANALI, Francesco (1764-1835)",3,,
"(11) 1. HONORATI, Bernardino (1724-1807)",10,2,fiu_scrape
"(43) 8. DU PERRON, Jacques Davy (1556-1618)","","",fiu_scrape
"(26) 6. OTTOBONI, Pietro Vito (1610-1691)",9,9,fiu_scrape
"(186) 27. CIPRIANI THORNE, Juan Luis",11,4,
"(35) 5. TREJO Y PANIAGUA, Gabriel (1577-1630)",>3,>3,fiu_scrape
"(60) 13. CRISPI, Tiberio (1498-1566)","","",fiu_scrape
"(10) 7. GAMBARA, Gianfrancesco (1533-1587)","","",fiu_scrape
"(70) 9. CANESTRI, Giovanni",>1,,
"(27) 6. D'ELCI, Raniero (1670-1761)",4,2,fiu_scrape
"(56) 11. ORSINI, Virginio (1615-1676)","","",fiu_scrape
"(4) 4. CIBO, Innocenzo (1491-1550)","",1,fiu_scrape
"(7) 3. CARAFA, seniore, Pier Luigi (1581-1655)","","",fiu_scrape
"(55) 1. FERNÁNDEZ DE CÓRDOBA, Luis Antonio (1696-1771)",7,2,fiu_scrape
"(52) 1. OLIVIERI, Fabio (1658-1738)","","",fiu_scrape
"(11) 10. OMODEI, iuniore, Luigi (1657-1706)","","",fiu_scrape
"(53) 3. VALIER, Pietro (1574-1629)",6,2,fiu_scrape
"(11) 11. POLI, Mario Aurelio","","",fiu_scrape
"(34) 15. MAFI, Soane Patita Paini","","",fiu_scrape
"(12) 1. DE SIMONE, Gennaro Antonio (1714-1780)",5,4,fiu_scrape
"(9) 4. CESI, seniore, Pierdonato (1521-1586)","","",fiu_scrape
"(25) 5. OMODEI, seniore, Luigi (1608-1685)","",7,fiu_scrape
"(38) 4. BELLISOMI, Carlo (1736-1808)","","",fiu_scrape
"(16) 3. BARBARIGO, Gregorio (1625-1697)",4,1,fiu_scrape
"LECLERC DU TREMBLAY, O.F.M.Cap., François de (1577-1638)","","",fiu_scrape
"(32) 7. MOLINO, Giovanni (1705-1773)",5,2,fiu_scrape
"(42) 3. ODDI, S.J., Niccolò (1715-1767)",6,1,fiu_scrape
"(36) 11. DELLE LANZE, Carlo Vittorio Amedeo (1712-1784)",2,1,fiu_scrape
"(68) 4. BUSSI DE PRETIS, Giovanni Battista (1721-1800)","","",fiu_scrape
"(125) 18. TURCOTTE, Jean-Claude",7,,
"(3) 3. VALLINI, Agostino",2,2,fiu_scrape
"(26) 3. CLUGNY, Ferry de (ca. 1430-1483)",>1,1,fiu_scrape
"(10) 1. FORGÁCH, Ferenc (1566-1615)","","",fiu_scrape
"(38) 11. MONTI, Cesare (1594-1650)",2,2,fiu_scrape
"(88) 13. FEROCI, Enrico",2,"",fiu_scrape
"(63) 2. LADARIA FERRER, S.J., Luis Francisco","","",fiu_scrape
"(4) 1. MAREFOSCHI, Prospero (1653-1732)",4,4,fiu_scrape
"(7) 7. BERAN, Josef",>1,1,
"(173) 14. DIAS, Ivan",5,2,https://en.wikipedia.org/wiki/Ivan_Dias
"(18) 18. CALCAGNINI, Carlo Leopoldo (1679-1746)",7,5,fiu_scrape
"(2) 1. ALDOBRANDINI, Alessandro (1667-1734)",8,7,fiu_scrape
"(8) 7. FARNESE, seniore, Alessandro (1468-1549)",5,3,fiu_scrape
"(67) 13. CASARIEGO Y ACEVEDO, C.R.S., Mario",,,
"(5) 3. DE SIMONE, Domenico (1768-1837)",6,3,
"(52) 5. ANNEBAUT, Jacques d' (ca. 1500-1557)",6,"",fiu_scrape
"(53) 16. TORRIGIANI, Luigi Maria (1697-1777)","","",fiu_scrape
"(36) 1. BUONACCORSI, Simone (1708-1776)",18,4,fiu_scrape
(1617-1699),9,2,fiu_scrape
"(24) 24. CALLORI DI VIGNALE, Federico",10,7,
"(20) 2. PICCOLOMINI, Celio (1609-1681)",4,1,fiu_scrape
"(2) 2. DELLA ROVERE, Giuliano (1443-1513)",5,1,fiu_scrape
"(33) 5. BELLOY, Jean-Baptist de (1709-1808)",,,
"(17) 13. CESI, Bartolomeo (1566-1621)",5,2,fiu_scrape
"(36) 20. CARAFA DELLA SPINA, Fortunato Ilario (1630?-1697)",15,8,fiu_scrape
"(5) 5. CENTO, Fernando",2,,
"(5) 2. CRIVELLI, Ignazio Michele (1698-1768)",3,3,fiu_scrape
"(10) 2. MICHIEL, Giovanni (between April 1446 and April 1447-1503)","","",fiu_scrape
"(13) 3. PALLOTTA, Guglielmo (1727-1795)",3,1,fiu_scrape
"(34) 9. CENCI, iuniore, Baldassare (1710-1763)",7,5,fiu_scrape
"(1) 1. COSSA, Baldassare (1360/1370-1419)",>4,"",fiu_scrape
"(105) 20. STERZINSKY, Georg Maximilian",6,,
"(7) 7. ODDI, Giacomo (1679-1770)",5,5,fiu_scrape
"(30) 3. MASSAIA, O.F.M.Cap., Guglielmo",,,
(1650-1724),3,2,fiu_scrape
"(152) 15. GEORGE, O.M.I., Francis Eugene",2,2,
"(27) 9. CORNARO, Giovanni (1720-1789)","","",fiu_scrape
"(10) 9. IMPERIALI, Giuseppe Renato (1651-1737)","","",fiu_scrape
"(12) 4. PANDOLFINI, Niccolò (1440-1518)",>4,1,fiu_scrape
"(27) 27. RUFFINI, Ernesto",8,5,
"(27) 6. ZACCHIA, Paolo Emilio (1554-1605)","","",fiu_scrape
"(23) 23. TAMBURINI, O.S.B.Cas., Fortunato (1683-1761)",7,"",fiu_scrape
"(35) 1. ALDOBRANDINI, O.S.Io.Hieros., Silvestro (1587-1612)","","",fiu_scrape
"(14) 1. QUIÑONES, O.F.M., Francisco de los Ángeles (1475-1540)",3,3,fiu_scrape
"(69) 5. PIGNATELLI, iuniore, Francesco Maria (1744-1815)",9,2,fiu_scrape
"(8) 2. GIRAUD, Bernardino (1721-1782)",5,3,fiu_scrape
"(28) 1. FREGÓSO, Federico (ca. 1480-1541)","","",fiu_scrape
"(41) 2. SERRA, Niccolò (1706-1767)",3,2,fiu_scrape
"(49) 14. PAMPHILJ, Girolamo (1544-1610)",>1,>1,fiu_scrape
"(12) 12. JONG, Jan de",8,1,
"(17) 17. COLONNA, Prospero (1707-1765)","","",fiu_scrape
"(13) 5. PETRUCCI, Raffaele (1472-1522)",7,3,fiu_scrape
"(24) 1. BORJA, Alfonso de (1378-1458)",5,1,fiu_scrape
